State Postal Code,State FIPS,District ID Number,School District Name,County Names,County FIPS
AL,1,190,Alabaster City School District,Shelby County,117
AL,1,5,Albertville City School District,Marshall County,95
AL,1,30,Alexander City City School District,Tallapoosa County,123
AL,1,60,Andalusia City School District,Covington County,39
AL,1,90,Anniston City School District,Calhoun County,15
AL,1,100,Arab City School District,Cullman County,43
AL,1,100,Arab City School District,Marshall County,95
AL,1,120,Athens City School District,Limestone County,83
AL,1,180,Attalla City School District,Etowah County,55
AL,1,210,Auburn City School District,Lee County,81
AL,1,240,Autauga County School District,Autauga County,1
AL,1,270,Baldwin County School District,Baldwin County,3
AL,1,300,Barbour County School District,Barbour County,5
AL,1,330,Bessemer City School District,Jefferson County,73
AL,1,360,Bibb County School District,Bibb County,7
AL,1,390,Birmingham City School District,Jefferson County,73
AL,1,390,Birmingham City School District,Shelby County,117
AL,1,420,Blount County School District,Blount County,9
AL,1,12,Boaz City School District,Etowah County,55
AL,1,12,Boaz City School District,Marshall County,95
AL,1,450,Brewton City School District,Escambia County,53
AL,1,480,Bullock County School District,Bullock County,11
AL,1,510,Butler County School District,Butler County,13
AL,1,540,Calhoun County School District,Calhoun County,15
AL,1,600,Chambers County School District,Chambers County,17
AL,1,630,Cherokee County School District,Cherokee County,19
AL,1,188,Chickasaw City School District,Mobile County,97
AL,1,660,Chilton County School District,Chilton County,21
AL,1,690,Choctaw County School District,Choctaw County,23
AL,1,720,Clarke County School District,Clarke County,25
AL,1,750,Clay County School District,Clay County,27
AL,1,780,Cleburne County School District,Cleburne County,29
AL,1,810,Coffee County School District,Coffee County,31
AL,1,840,Colbert County School District,Colbert County,33
AL,1,870,Conecuh County School District,Conecuh County,35
AL,1,900,Coosa County School District,Coosa County,37
AL,1,930,Covington County School District,Covington County,39
AL,1,960,Crenshaw County School District,Crenshaw County,41
AL,1,990,Cullman City School District,Cullman County,43
AL,1,1020,Cullman County School District,Cullman County,43
AL,1,1050,Dale County School District,Dale County,45
AL,1,1080,Daleville City School District,Dale County,45
AL,1,1110,Dallas County School District,Dallas County,47
AL,1,1140,DeKalb County School District,DeKalb County,49
AL,1,1170,Decatur City School District,Limestone County,83
AL,1,1170,Decatur City School District,Morgan County,103
AL,1,1200,Demopolis City School District,Marengo County,91
AL,1,1230,Dothan City School District,Dale County,45
AL,1,1230,Dothan City School District,Henry County,67
AL,1,1230,Dothan City School District,Houston County,69
AL,1,1260,Elba City School District,Coffee County,31
AL,1,1290,Elmore County School District,Elmore County,51
AL,1,1320,Enterprise City School District,Coffee County,31
AL,1,1320,Enterprise City School District,Dale County,45
AL,1,1350,Escambia County School District,Escambia County,53
AL,1,1380,Etowah County School District,Etowah County,55
AL,1,1410,Eufaula City School District,Barbour County,5
AL,1,1440,Fairfield City School District,Jefferson County,73
AL,1,1470,Fayette County School District,Fayette County,57
AL,1,1530,Florence City School District,Lauderdale County,77
AL,1,1560,Fort Payne City School District,DeKalb County,49
AL,1,1,Fort Rucker School District,Coffee County,31
AL,1,1,Fort Rucker School District,Dale County,45
AL,1,1590,Franklin County School District,Franklin County,59
AL,1,1620,Gadsden City School District,Etowah County,55
AL,1,1640,Geneva City School District,Geneva County,61
AL,1,1660,Geneva County School District,Geneva County,61
AL,1,1680,Greene County School District,Greene County,63
AL,1,1690,Guntersville City School District,Marshall County,95
AL,1,1710,Hale County School District,Hale County,65
AL,1,1720,Haleyville City School District,Marion County,93
AL,1,1720,Haleyville City School District,Winston County,133
AL,1,1730,Hartselle City School District,Morgan County,103
AL,1,1740,Henry County School District,Henry County,67
AL,1,1760,Homewood City School District,Jefferson County,73
AL,1,7,Hoover City School District,Jefferson County,73
AL,1,7,Hoover City School District,Shelby County,117
AL,1,1770,Houston County School District,Houston County,69
AL,1,1800,Huntsville City School District,Limestone County,83
AL,1,1800,Huntsville City School District,Madison County,89
AL,1,1830,Jackson County School District,Jackson County,71
AL,1,1860,Jacksonville City School District,Calhoun County,15
AL,1,1890,Jasper City School District,Walker County,127
AL,1,1920,Jefferson County School District,Jefferson County,73
AL,1,1950,Lamar County School District,Lamar County,75
AL,1,1980,Lanett City School District,Chambers County,17
AL,1,2010,Lauderdale County School District,Lauderdale County,77
AL,1,2040,Lawrence County School District,Lawrence County,79
AL,1,2070,Lee County School District,Lee County,81
AL,1,11,Leeds City School District,Jefferson County,73
AL,1,11,Leeds City School District,St. Clair County,115
AL,1,11,Leeds City School District,Shelby County,117
AL,1,2100,Limestone County School District,Limestone County,83
AL,1,2130,Linden City School District,Marengo County,91
AL,1,2160,Lowndes County School District,Lowndes County,85
AL,1,2190,Macon County School District,Macon County,87
AL,1,8,Madison City School District,Limestone County,83
AL,1,8,Madison City School District,Madison County,89
AL,1,2220,Madison County School District,Madison County,89
AL,1,2250,Marengo County School District,Marengo County,91
AL,1,2310,Marion County School District,Marion County,93
AL,1,6,Marshall County School District,Marshall County,95
AL,1,3,Maxwell AFB School District,Montgomery County,101
AL,1,2350,Midfield City School District,Jefferson County,73
AL,1,2370,Mobile County School District,Mobile County,97
AL,1,2400,Monroe County School District,Monroe County,99
AL,1,2430,Montgomery County School District,Montgomery County,101
AL,1,2480,Morgan County School District,Morgan County,103
AL,1,2490,Mountain Brook City School District,Jefferson County,73
AL,1,2520,Muscle Shoals City School District,Colbert County,33
AL,1,2550,Oneonta City School District,Blount County,9
AL,1,2580,Opelika City School District,Lee County,81
AL,1,2610,Opp City School District,Covington County,39
AL,1,2635,Oxford City School District,Calhoun County,15
AL,1,2635,Oxford City School District,Talladega County,121
AL,1,2640,Ozark City School District,Dale County,45
AL,1,194,Pelham City School District,Shelby County,117
AL,1,2650,Pell City City School District,St. Clair County,115
AL,1,2670,Perry County School District,Perry County,105
AL,1,2700,Phenix City City School District,Lee County,81
AL,1,2700,Phenix City City School District,Russell County,113
AL,1,2730,Pickens County School District,Pickens County,107
AL,1,2760,Piedmont City School District,Calhoun County,15
AL,1,2760,Piedmont City School District,Cleburne County,29
AL,1,2790,Pike County School District,Pike County,109
AL,1,195,Pike Road City School District,Montgomery County,101
AL,1,2820,Randolph County School District,Randolph County,111
AL,1,2850,Roanoke City School District,Randolph County,111
AL,1,2880,Russell County School District,Russell County,113
AL,1,2910,Russellville City School District,Franklin County,59
AL,1,185,Saraland City School District,Mobile County,97
AL,1,189,Satsuma City School District,Mobile County,97
AL,1,2940,Scottsboro City School District,Jackson County,71
AL,1,2970,Selma City School District,Dallas County,47
AL,1,3000,Sheffield City School District,Colbert County,33
AL,1,3030,Shelby County School District,Shelby County,117
AL,1,3062,St. Clair County School District,St. Clair County,115
AL,1,3090,Sumter County School District,Sumter County,119
AL,1,3120,Sylacauga City School District,Talladega County,121
AL,1,3150,Talladega City School District,Talladega County,121
AL,1,3180,Talladega County School District,Talladega County,121
AL,1,3210,Tallapoosa County School District,Tallapoosa County,123
AL,1,3240,Tallassee City School District,Elmore County,51
AL,1,3240,Tallassee City School District,Tallapoosa County,123
AL,1,3270,Tarrant City School District,Jefferson County,73
AL,1,3300,Thomasville City School District,Clarke County,25
AL,1,3330,Troy City School District,Pike County,109
AL,1,13,Trussville City School District,Jefferson County,73
AL,1,13,Trussville City School District,St. Clair County,115
AL,1,3360,Tuscaloosa City School District,Tuscaloosa County,125
AL,1,3390,Tuscaloosa County School District,Tuscaloosa County,125
AL,1,3420,Tuscumbia City School District,Colbert County,33
AL,1,3430,Vestavia Hills City School District,Jefferson County,73
AL,1,3430,Vestavia Hills City School District,Shelby County,117
AL,1,3450,Walker County School District,Walker County,127
AL,1,3480,Washington County School District,Washington County,129
AL,1,3510,Wilcox County School District,Wilcox County,131
AL,1,3540,Winfield City School District,Fayette County,57
AL,1,3540,Winfield City School District,Marion County,93
AL,1,3580,Winston County School District,Winston County,133
AK,2,50,Alaska Gateway School District,Southeast Fairbanks Censu,240
AK,2,50,Alaska Gateway School District,Valdez-Cordova Census Are,261
AK,2,50,Alaska Gateway School District,Yukon-Koyukuk Census Area,290
AK,2,10,Aleutian Region School District,Aleutians West Census Are,16
AK,2,7,Aleutians East Borough School District,Aleutians East Borough,13
AK,2,180,Anchorage School District,Anchorage Municipality,20
AK,2,525,Annette Island School District,Prince of Wales-Hyder Cen,198
AK,2,20,Bering Strait School District,Nome Census Area,180
AK,2,30,Bristol Bay Borough School District,Bristol Bay Borough,60
AK,2,730,Chatham School District,Hoonah-Angoon Census Area,105
AK,2,800,Chugach School District,Valdez-Cordova Census Are,261
AK,2,70,Copper River School District,Southeast Fairbanks Censu,240
AK,2,70,Copper River School District,Valdez-Cordova Census Are,261
AK,2,60,Cordova City School District,Valdez-Cordova Census Are,261
AK,2,90,Craig City School District,Prince of Wales-Hyder Cen,198
AK,2,100,Delta/Greely School District,Southeast Fairbanks Censu,240
AK,2,770,Denali Borough School District,Denali Borough,68
AK,2,120,Dillingham City School District,Dillingham Census Area,70
AK,2,600,Fairbanks North Star Borough School District,Fairbanks North Star Boro,90
AK,2,130,Galena City School District,Yukon-Koyukuk Census Area,290
AK,2,270,Haines Borough School District,Haines Borough,100
AK,2,300,Hoonah City School District,Hoonah-Angoon Census Area,105
AK,2,330,Hydaburg City School District,Prince of Wales-Hyder Cen,198
AK,2,520,Iditarod Area School District,Bethel Census Area,50
AK,2,520,Iditarod Area School District,Yukon-Koyukuk Census Area,290
AK,2,210,Juneau Borough School District,Juneau City and Borough,110
AK,2,360,Kake City School District,Prince of Wales-Hyder Cen,198
AK,2,5,Kashunamiut School District,Kusilvak Census Area,158
AK,2,390,Kenai Peninsula Borough School District,Kenai Peninsula Borough,122
AK,2,150,Ketchikan Gateway Borough School District,Ketchikan Gateway Borough,130
AK,2,450,Klawock City School District,Prince of Wales-Hyder Cen,198
AK,2,480,Kodiak Island Borough School District,Kodiak Island Borough,150
AK,2,760,Kuspuk School District,Bethel Census Area,50
AK,2,760,Kuspuk School District,Kusilvak Census Area,158
AK,2,485,Lake and Peninsula Borough School District,Lake and Peninsula Boroug,164
AK,2,1,Lower Kuskokwim School District,Bethel Census Area,50
AK,2,1,Lower Kuskokwim School District,Kusilvak Census Area,158
AK,2,3,Lower Yukon School District,Bethel Census Area,50
AK,2,3,Lower Yukon School District,Kusilvak Census Area,158
AK,2,510,Matanuska-Susitna Borough School District,Matanuska-Susitna Borough,170
AK,2,540,Nenana City School District,Yukon-Koyukuk Census Area,290
AK,2,570,Nome School District,Nome Census Area,180
AK,2,610,North Slope Borough School District,North Slope Borough,185
AK,2,625,Northwest Arctic Borough School District,Northwest Arctic Borough,188
AK,2,630,Pelican City School District,Hoonah-Angoon Census Area,105
AK,2,660,Petersburg Borough School District,Petersburg Borough,195
AK,2,670,Pribilof School District,Aleutians West Census Are,16
AK,2,240,Sitka School District,Sitka City and Borough,220
AK,2,690,Skagway School District,Skagway Municipality,230
AK,2,700,Southeast Island School District,Prince of Wales-Hyder Cen,198
AK,2,710,Southwest Region School District,Dillingham Census Area,70
AK,2,680,St. Marys City School District,Kusilvak Census Area,158
AK,2,715,Tanana City School District,Yukon-Koyukuk Census Area,290
AK,2,720,Unalaska City School District,Aleutians West Census Are,16
AK,2,780,Valdez City School District,Valdez-Cordova Census Are,261
AK,2,810,Wrangell School District,Wrangell City and Borough,275
AK,2,840,Yakutat School District,Yakutat City and Borough,282
AK,2,775,Yukon Flats School District,Southeast Fairbanks Censu,240
AK,2,775,Yukon Flats School District,Yukon-Koyukuk Census Area,290
AK,2,862,Yukon-Koyukuk School District,Yukon-Koyukuk Census Area,290
AK,2,4,Yupiit School District,Bethel Census Area,50
AZ,4,450,Agua Fria Union High School District,Maricopa County,13
AZ,4,480,Aguila Elementary District,Maricopa County,13
AZ,4,520,Ajo Unified District,Pima County,19
AZ,4,600,Alhambra Elementary District,Maricopa County,13
AZ,4,630,Alpine Elementary District,Apache County,1
AZ,4,4770,Altar Valley Elementary District,Pima County,19
AZ,4,680,Amphitheater Unified District,Pima County,19
AZ,4,720,Antelope Union High School District,Yuma County,27
AZ,4,750,Apache Elementary District,Cochise County,3
AZ,4,790,Apache Junction Unified District,Pinal County,21
AZ,4,840,Arlington Elementary District,Maricopa County,13
AZ,4,870,Ash Creek Elementary District,Cochise County,3
AZ,4,910,Ash Fork Joint Unified District,Coconino County,5
AZ,4,910,Ash Fork Joint Unified District,Yavapai County,25
AZ,4,960,Avondale Elementary District,Maricopa County,13
AZ,4,1000,Bagdad Unified School District,Yavapai County,25
AZ,4,1050,Balsz Elementary District,Maricopa County,13
AZ,4,1080,Beaver Creek Elementary District,Yavapai County,25
AZ,4,212,Benson Unified School District,Cochise County,3
AZ,4,1160,Bicentennial Union High School District,La Paz County,12
AZ,4,1180,Bisbee Unified District,Cochise County,3
AZ,4,1230,Blue Elementary District,Greenlee County,11
AZ,4,6580,Blue Ridge Unified District,Navajo County,17
AZ,4,1260,Bonita Elementary District,Graham County,9
AZ,4,1290,Bouse Elementary District,La Paz County,12
AZ,4,1330,Bowie Unified District,Cochise County,3
AZ,4,1380,Buckeye Elementary District,Maricopa County,13
AZ,4,1410,Buckeye Union High School District,Maricopa County,13
AZ,4,1500,Bullhead City School District,Mohave County,15
AZ,4,1600,Camp Verde Unified District,Yavapai County,25
AZ,4,1650,Canon Elementary District,Yavapai County,25
AZ,4,1680,Cartwright Elementary District,Maricopa County,13
AZ,4,1710,Casa Grande Elementary District,Pinal County,21
AZ,4,1740,Casa Grande Union High School District,Pinal County,21
AZ,4,1760,Catalina Foothills Unified District,Pima County,19
AZ,4,1,Cave Creek Unified District,Maricopa County,13
AZ,4,1810,Cedar Unified District,Navajo County,17
AZ,4,1870,Chandler Unified District,Maricopa County,13
AZ,4,1920,Chevelon Butte School District,Coconino County,5
AZ,4,1940,Chinle Unified District,Apache County,1
AZ,4,3,Chino Valley Unified District,Yavapai County,25
AZ,4,4,Clarkdale-Jerome Elementary District,Yavapai County,25
AZ,4,2130,Cochise Elementary District,Cochise County,3
AZ,4,21,Colorado City Unified District,Mohave County,15
AZ,4,82,Colorado River Union High School District,Mohave County,15
AZ,4,2190,Concho Elementary District,Apache County,1
AZ,4,2220,Congress Elementary District,Yavapai County,25
AZ,4,2250,Continental Elementary District,Pima County,19
AZ,4,2320,Coolidge Unified District,Pinal County,21
AZ,4,2370,Cottonwood-Oak Creek Elementary District,Yavapai County,25
AZ,4,2400,Crane Elementary District,Yuma County,27
AZ,4,2430,Creighton Elementary District,Maricopa County,13
AZ,4,2460,Crown King Elementary District,Yavapai County,25
AZ,4,7750,Deer Valley Unified District,Maricopa County,13
AZ,4,2490,Double Adobe Elementary District,Cochise County,3
AZ,4,2530,Douglas Unified District,Cochise County,3
AZ,4,2600,Duncan Unified District,Greenlee County,11
AZ,4,2690,Dysart Unified District,Maricopa County,13
AZ,4,2710,Eagle Elementary District,Greenlee County,11
AZ,4,2760,Elfrida Elementary District,Cochise County,3
AZ,4,2790,Eloy Elementary District,Pinal County,21
AZ,4,2820,Empire Elementary District,Pima County,19
AZ,4,2860,Flagstaff Unified District,Coconino County,5
AZ,4,2920,Florence Unified School District,Pinal County,21
AZ,4,3010,Flowing Wells Unified District,Pima County,19
AZ,4,3150,Fort Huachuca Accommodation District,Cochise County,3
AZ,4,3200,Fort Thomas Unified District,Graham County,9
AZ,4,3040,Fountain Hills Unified District,Maricopa County,13
AZ,4,3060,Fowler Elementary District,Maricopa County,13
AZ,4,3080,Fredonia-Moccasin Unified District,Coconino County,5
AZ,4,3080,Fredonia-Moccasin Unified District,Mohave County,15
AZ,4,3240,Gadsden Elementary District,Yuma County,27
AZ,4,3290,Ganado Unified District,Apache County,1
AZ,4,3310,Gila Bend Unified District,Maricopa County,13
AZ,4,3400,Gilbert Unified District,Maricopa County,13
AZ,4,3420,Glendale Elementary District,Maricopa County,13
AZ,4,3450,Glendale Union High School District,Maricopa County,13
AZ,4,3500,Globe Unified District,Gila County,7
AZ,4,3550,Grand Canyon Unified District,Coconino County,5
AZ,4,3660,Hackberry School District,Mohave County,15
AZ,4,3730,Hayden-Winkelman Unified District,Gila County,7
AZ,4,26,Heber-Overgaard Unified District,Navajo County,17
AZ,4,3780,Higley Unified District,Maricopa County,13
AZ,4,8460,Hillside Elementary District,Yavapai County,25
AZ,4,3820,Holbrook Unified District,Navajo County,17
AZ,4,3870,Humboldt Unified District,Yavapai County,25
AZ,4,3900,Hyder Elementary District,Yuma County,27
AZ,4,3950,Indian Oasis-Baboquivari Unified District,Pima County,19
AZ,4,3960,Isaac Elementary District,Maricopa County,13
AZ,4,3990,J. O. Combs Unified School District,Pinal County,21
AZ,4,4010,Joseph City Unified District,Navajo County,17
AZ,4,4060,Kayenta Unified District,Navajo County,17
AZ,4,295,Kingman Unified School District,Mohave County,15
AZ,4,4170,Kirkland Elementary District,Yavapai County,25
AZ,4,4200,Klondyke Elementary District,Graham County,9
AZ,4,4230,Kyrene Elementary District,Maricopa County,13
AZ,4,4280,Lake Havasu Unified District,Mohave County,15
AZ,4,4290,Laveen Elementary District,Maricopa County,13
AZ,4,4320,Liberty Elementary District,Maricopa County,13
AZ,4,4380,Litchfield Elementary District,Maricopa County,13
AZ,4,4410,Littlefield Unified District,Mohave County,15
AZ,4,4440,Littleton Elementary District,Maricopa County,13
AZ,4,4500,Madison Elementary District,Maricopa County,13
AZ,4,4530,Maine Consolidated School District,Coconino County,5
AZ,4,4570,Mammoth-San Manuel Unified District,Pinal County,21
AZ,4,4630,Marana Unified District,Pima County,19
AZ,4,4720,Maricopa Unified School District,Pinal County,21
AZ,4,4820,Mayer Unified District,Yavapai County,25
AZ,4,4860,McNary Elementary District,Apache County,1
AZ,4,4920,McNeal Elementary District,Cochise County,3
AZ,4,4970,Mesa Unified District,Maricopa County,13
AZ,4,5030,Miami Unified District,Gila County,7
AZ,4,5070,Mingus Union High School District,Yavapai County,25
AZ,4,5100,Mobile Elementary District,Maricopa County,13
AZ,4,5190,Mohave Valley Elementary District,Mohave County,15
AZ,4,5220,Mohawk Valley Elementary District,Yuma County,27
AZ,4,5320,Morenci Unified District,Greenlee County,11
AZ,4,5340,Morristown Elementary District,Maricopa County,13
AZ,4,5400,Murphy Elementary District,Maricopa County,13
AZ,4,5430,Naco Elementary District,Cochise County,3
AZ,4,5460,Nadaburg Unified School District,Maricopa County,13
AZ,4,5530,Nogales Unified District,Santa Cruz County,23
AZ,4,5640,Oracle Elementary District,Pinal County,21
AZ,4,5670,Osborn Elementary District,Maricopa County,13
AZ,4,5730,Owens-Whitney Elementary District,Mohave County,15
AZ,4,5820,Page Unified District,Coconino County,5
AZ,4,5850,Palo Verde Elementary District,Maricopa County,13
AZ,4,8430,Paloma School District,Maricopa County,13
AZ,4,5880,Palominas Elementary District,Cochise County,3
AZ,4,5930,Paradise Valley Unified District,Maricopa County,13
AZ,4,5980,Parker Unified School District,La Paz County,12
AZ,4,6000,Patagonia Elementary District,Santa Cruz County,23
AZ,4,6030,Patagonia Union High School District,Santa Cruz County,23
AZ,4,6070,Payson Unified District,Gila County,7
AZ,4,6120,Peach Springs Unified District,Mohave County,15
AZ,4,6150,Pearce Elementary District,Cochise County,3
AZ,4,6210,Pendergast Elementary District,Maricopa County,13
AZ,4,6250,Peoria Unified School District,Maricopa County,13
AZ,4,6300,Phoenix Elementary District,Maricopa County,13
AZ,4,6330,Phoenix Union High School District,Maricopa County,13
AZ,4,6360,Picacho Elementary District,Pinal County,21
AZ,4,6440,Pima Unified District,Graham County,9
AZ,4,6510,Pine Strawberry Elementary District,Gila County,7
AZ,4,6510,Pine Strawberry Elementary District,Yavapai County,25
AZ,4,23,Pinon Unified District,Navajo County,17
AZ,4,6630,Pomerene Elementary District,Cochise County,3
AZ,4,6730,Prescott Unified District,Yavapai County,25
AZ,4,6780,Quartzsite Elementary District,La Paz County,12
AZ,4,6810,Queen Creek Unified District,Maricopa County,13
AZ,4,6850,Ray Unified District,Pinal County,21
AZ,4,6870,Red Mesa Unified District,Apache County,1
AZ,4,6900,Red Rock Elementary District,Pinal County,21
AZ,4,6930,Redington Elementary District,Pima County,19
AZ,4,7020,Riverside Elementary District,Maricopa County,13
AZ,4,7080,Roosevelt Elementary District,Maricopa County,13
AZ,4,7130,Round Valley Unified District,Apache County,1
AZ,4,7140,Rucker Elementary District,Cochise County,3
AZ,4,7200,Sacaton Elementary District,Pinal County,21
AZ,4,7170,Saddle Mountain Unified School District,Maricopa County,13
AZ,4,7240,Safford Unified District,Graham County,9
AZ,4,7300,Sahuarita Unified District,Pima County,19
AZ,4,5,Salome Consolidated Elementary District,La Paz County,12
AZ,4,6960,San Carlos Unified District,Gila County,7
AZ,4,7380,San Fernando Elementary District,Pima County,19
AZ,4,7430,San Simon Unified District,Cochise County,3
AZ,4,6740,Sanders Unified District,Apache County,1
AZ,4,7500,Santa Cruz Elementary District,Santa Cruz County,23
AZ,4,7520,Santa Cruz Valley Unified District,Santa Cruz County,23
AZ,4,7530,Santa Cruz Valley Union High School District,Pinal County,21
AZ,4,7570,Scottsdale Unified District,Maricopa County,13
AZ,4,9733,Sedona-Oak Creek Joint Unified District,Yavapai County,25
AZ,4,7630,Seligman Unified District,Yavapai County,25
AZ,4,7680,Sentinel Elementary District,Maricopa County,13
AZ,4,7700,Show Low Unified District,Navajo County,17
AZ,4,1460,Sierra Vista Unified District,Cochise County,3
AZ,4,7770,Skull Valley Elementary District,Yavapai County,25
AZ,4,7820,Snowflake Unified District,Navajo County,17
AZ,4,7860,Solomon Elementary District,Graham County,9
AZ,4,7890,Somerton Elementary District,Yuma County,27
AZ,4,7920,Sonoita Elementary District,Santa Cruz County,23
AZ,4,8020,St. David Unified District,Cochise County,3
AZ,4,8080,St. Johns Unified District,Apache County,1
AZ,4,8130,Stanfield Elementary District,Pinal County,21
AZ,4,8170,Sunnyside Unified District,Pima County,19
AZ,4,8230,Superior Unified School District,Pinal County,21
AZ,4,8280,Tanque Verde Unified District,Pima County,19
AZ,4,8310,Tempe School District,Maricopa County,13
AZ,4,8340,Tempe Union High School District,Maricopa County,13
AZ,4,8410,Thatcher Unified District,Graham County,9
AZ,4,8490,Tolleson Elementary District,Maricopa County,13
AZ,4,8520,Tolleson Union High School District,Maricopa County,13
AZ,4,8550,Toltec Elementary District,Pinal County,21
AZ,4,8600,Tombstone Unified District,Cochise County,3
AZ,4,5760,Tonto Basin Elementary District,Gila County,7
AZ,4,8640,Topock Elementary District,Mohave County,15
AZ,4,8680,Tuba City Unified District,Coconino County,5
AZ,4,8800,Tucson Unified District,Pima County,19
AZ,4,8820,Union Elementary District,Maricopa County,13
AZ,4,8850,Vail Unified District,Pima County,19
AZ,4,8880,Valentine Elementary District,Mohave County,15
AZ,4,8910,Valley Union High School District,Cochise County,3
AZ,4,22,Vernon Elementary District,Apache County,1
AZ,4,9030,Walnut Grove Elementary District,Yavapai County,25
AZ,4,9060,Washington Elementary District,Maricopa County,13
AZ,4,9090,Wellton Elementary District,Yuma County,27
AZ,4,9120,Wenden Elementary District,La Paz County,12
AZ,4,9160,Whiteriver Unified District,Gila County,7
AZ,4,9160,Whiteriver Unified District,Navajo County,17
AZ,4,9190,Wickenburg Unified District,Maricopa County,13
AZ,4,9190,Wickenburg Unified District,Yavapai County,25
AZ,4,9250,Willcox Unified District,Cochise County,3
AZ,4,9310,Williams Unified District,Coconino County,5
AZ,4,9360,Williamson Valley Elementary School District,Yavapai County,25
AZ,4,9390,Wilson Elementary District,Maricopa County,13
AZ,4,9430,Window Rock Unified District,Apache County,1
AZ,4,9460,Winslow Unified District,Navajo County,17
AZ,4,9510,Yarnell Elementary District,Yavapai County,25
AZ,4,9540,Young Elementary School District,Gila County,7
AZ,4,9570,Yucca Elementary District,Mohave County,15
AZ,4,9600,Yuma Elementary District,Yuma County,27
AZ,4,9630,Yuma Union High School District,Yuma County,27
AR,5,2250,Alma School District,Crawford County,33
AR,5,2280,Alpena School District,Boone County,9
AR,5,2280,Alpena School District,Carroll County,15
AR,5,2280,Alpena School District,Newton County,101
AR,5,2430,Arkadelphia School District,Clark County,19
AR,5,2550,Armorel School District,Mississippi County,93
AR,5,2580,Ashdown School District,Little River County,81
AR,5,2580,Ashdown School District,Sevier County,133
AR,5,2610,Atkins Public Schools,Pope County,115
AR,5,2670,Augusta School District,Monroe County,95
AR,5,2670,Augusta School District,Woodruff County,147
AR,5,2700,Bald Knob School District,Jackson County,67
AR,5,2700,Bald Knob School District,White County,145
AR,5,2730,Barton-Lexa School District,Phillips County,107
AR,5,19,Batesville School District,Independence County,63
AR,5,2790,Bauxite School District,Grant County,53
AR,5,2790,Bauxite School District,Saline County,125
AR,5,2820,Bay School District,Craighead County,31
AR,5,32,Bearden School District,Calhoun County,13
AR,5,32,Bearden School District,Dallas County,39
AR,5,32,Bearden School District,Ouachita County,103
AR,5,2880,Beebe School District,Prairie County,117
AR,5,2880,Beebe School District,White County,145
AR,5,2960,Benton School District,Garland County,51
AR,5,2960,Benton School District,Saline County,125
AR,5,3060,Bentonville Public Schools,Benton County,7
AR,5,3090,Bergman School District,Boone County,9
AR,5,3150,Berryville Public Schools,Carroll County,15
AR,5,3150,Berryville Public Schools,Madison County,87
AR,5,3240,Bismarck Public Schools,Clark County,19
AR,5,3240,Bismarck Public Schools,Hot Spring County,59
AR,5,3300,Blevins School District,Hempstead County,57
AR,5,3300,Blevins School District,Nevada County,99
AR,5,3320,Blytheville School District,Mississippi County,93
AR,5,3450,Booneville School District,Logan County,83
AR,5,3450,Booneville School District,Scott County,127
AR,5,3450,Booneville School District,Sebastian County,131
AR,5,3480,Bradford School District,Jackson County,67
AR,5,3480,Bradford School District,White County,145
AR,5,3630,Brinkley School District,Monroe County,95
AR,5,3630,Brinkley School District,Woodruff County,147
AR,5,3640,Brookland School District,Craighead County,31
AR,5,3690,Bryant Public Schools,Saline County,125
AR,5,3710,Buffalo Island Central School District,Craighead County,31
AR,5,3710,Buffalo Island Central School District,Mississippi County,93
AR,5,3750,Cabot Public Schools,Lonoke County,85
AR,5,3770,Caddo Hills School District,Montgomery County,97
AR,5,3840,Calico Rock School District,Baxter County,5
AR,5,3840,Calico Rock School District,Izard County,65
AR,5,3840,Calico Rock School District,Stone County,137
AR,5,6060,Camden Fairview School District,Ouachita County,103
AR,5,3960,Carlisle School District,Lonoke County,85
AR,5,3960,Carlisle School District,Prairie County,117
AR,5,4050,Cave City School District,Independence County,63
AR,5,4050,Cave City School District,Izard County,65
AR,5,4050,Cave City School District,Sharp County,135
AR,5,70,Cedar Ridge School District,Independence County,63
AR,5,70,Cedar Ridge School District,Sharp County,135
AR,5,4080,Cedarville School District,Crawford County,33
AR,5,6690,Centerpoint School District,Clark County,19
AR,5,6690,Centerpoint School District,Garland County,51
AR,5,6690,Centerpoint School District,Hot Spring County,59
AR,5,6690,Centerpoint School District,Pike County,109
AR,5,4200,Charleston School District,Franklin County,47
AR,5,4200,Charleston School District,Logan County,83
AR,5,4200,Charleston School District,Sebastian County,131
AR,5,4350,Clarendon School District,Monroe County,95
AR,5,4350,Clarendon School District,Prairie County,117
AR,5,4380,Clarksville School District,Johnson County,71
AR,5,67,Cleveland County School District,Bradley County,11
AR,5,67,Cleveland County School District,Cleveland County,25
AR,5,4410,Clinton School District,Pope County,115
AR,5,4410,Clinton School District,Van Buren County,141
AR,5,4560,Concord Public Schools,Cleburne County,23
AR,5,4560,Concord Public Schools,Independence County,63
AR,5,4560,Concord Public Schools,Stone County,137
AR,5,4590,Conway Public Schools,Faulkner County,45
AR,5,9,Corning Public Schools,Clay County,21
AR,5,9,Corning Public Schools,Randolph County,121
AR,5,405,Cossatot River School District,Howard County,61
AR,5,405,Cossatot River School District,Polk County,113
AR,5,405,Cossatot River School District,Sevier County,133
AR,5,4680,Cotter School District,Baxter County,5
AR,5,4740,County Line School District,Franklin County,47
AR,5,4740,County Line School District,Logan County,83
AR,5,7740,Cross County School District,Cross County,37
